instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_daily,registered_daily,cnt_daily
6457,2011-10-01,Winter,2011,October,14,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.71,0.3582,33,147,180,480,1949,2429
6458,2011-10-01,Winter,2011,October,15,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.71,0.2836,41,154,195,480,1949,2429
6459,2011-10-01,Winter,2011,October,16,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.76,0.2985,58,165,223,480,1949,2429
6460,2011-10-01,Winter,2011,October,17,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.76,0.194,58,170,228,480,1949,2429
6461,2011-10-01,Winter,2011,October,18,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.38,0.3939,0.87,0.2239,23,117,140,480,1949,2429
6462,2011-10-01,Winter,2011,October,19,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.82,0.194,27,99,126,480,1949,2429
6463,2011-10-01,Winter,2011,October,20,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3636,0.87,0.1045,8,58,66,480,1949,2429
6464,2011-10-01,Winter,2011,October,21,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3636,0.87,0.1045,3,53,56,480,1949,2429
6465,2011-10-01,Winter,2011,October,22,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.93,0.2239,12,58,70,480,1949,2429
6466,2011-10-01,Winter,2011,October,23,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3485,0.93,0.2239,8,57,65,480,1949,2429
6467,2011-10-02,Winter,2011,October,0,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3333,0.93,0.2985,4,43,47,616,2302,2918
6468,2011-10-02,Winter,2011,October,1,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.34,0.3182,0.87,0.2537,1,23,24,616,2302,2918
6469,2011-10-02,Winter,2011,October,2,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.34,0.303,0.87,0.2985,3,27,30,616,2302,2918
6470,2011-10-02,Winter,2011,October,3,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.34,0.3182,0.87,0.2836,4,5,9,616,2302,2918
6471,2011-10-02,Winter,2011,October,4,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.3182,0.87,0.2537,4,3,7,616,2302,2918
6472,2011-10-02,Winter,2011,October,5,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.303,0.87,0.2836,0,7,7,616,2302,2918
6473,2011-10-02,Winter,2011,October,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3182,0.81,0.1642,2,13,15,616,2302,2918
6474,2011-10-02,Winter,2011,October,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.76,0.194,5,24,29,616,2302,2918
6475,2011-10-02,Winter,2011,October,8,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.3333,0.76,0.194,14,50,64,616,2302,2918
6476,2011-10-02,Winter,2011,October,9,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3333,0.76,0.3582,19,96,115,616,2302,2918
6477,2011-10-02,Winter,2011,October,10,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.71,0.2836,60,188,248,616,2302,2918
6478,2011-10-02,Winter,2011,October,11,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.66,0.2537,74,218,292,616,2302,2918
6479,2011-10-02,Winter,2011,October,12,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.62,0.194,78,243,321,616,2302,2918
6480,2011-10-02,Winter,2011,October,13,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.62,0.2239,84,224,308,616,2302,2918
6481,2011-10-02,Winter,2011,October,14,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3485,0.81,0.1642,61,195,256,616,2302,2918
6482,2011-10-02,Winter,2011,October,15,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3333,0.81,0.2537,29,144,173,616,2302,2918
6483,2011-10-02,Winter,2011,October,16,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3485,0.87,0.194,44,162,206,616,2302,2918
6484,2011-10-02,Winter,2011,October,17,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3485,0.87,0.1642,32,135,167,616,2302,2918
6485,2011-10-02,Winter,2011,October,18,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.81,0.194,16,158,174,616,2302,2918
6486,2011-10-02,Winter,2011,October,19,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.76,0.1642,34,128,162,616,2302,2918
6487,2011-10-02,Winter,2011,October,20,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.76,0.2537,16,71,87,616,2302,2918
6488,2011-10-02,Winter,2011,October,21,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3485,0.71,0.2239,17,71,88,616,2302,2918
6489,2011-10-02,Winter,2011,October,22,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3636,0.81,0.0896,9,55,64,616,2302,2918
6490,2011-10-02,Winter,2011,October,23,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3636,0.81,0.0896,6,19,25,616,2302,2918
6491,2011-10-03,Winter,2011,October,0,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3485,0.87,0.1045,3,13,16,330,3240,3570
6492,2011-10-03,Winter,2011,October,1,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3636,0.81,0.0896,1,5,6,330,3240,3570
6493,2011-10-03,Winter,2011,October,2,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3636,0.76,0.1045,0,4,4,330,3240,3570
6494,2011-10-03,Winter,2011,October,3,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3788,0.81,0.0,1,6,7,330,3240,3570
6495,2011-10-03,Winter,2011,October,4,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3485,0.87,0.1045,2,6,8,330,3240,3570
6496,2011-10-03,Winter,2011,October,5,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3636,0.76,0.1045,4,17,21,330,3240,3570
6497,2011-10-03,Winter,2011,October,6,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3788,0.71,0.0,3,91,94,330,3240,3570
6498,2011-10-03,Winter,2011,October,7,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.71,0.1343,8,241,249,330,3240,3570
6499,2011-10-03,Winter,2011,October,8,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3636,0.71,0.1045,13,359,372,330,3240,3570
6500,2011-10-03,Winter,2011,October,9,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.66,0.0896,12,141,153,330,3240,3570
6501,2011-10-03,Winter,2011,October,10,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.66,0.1045,19,82,101,330,3240,3570
6502,2011-10-03,Winter,2011,October,11,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.71,0.2239,26,100,126,330,3240,3570
6503,2011-10-03,Winter,2011,October,12,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.71,0.1343,29,118,147,330,3240,3570
6504,2011-10-03,Winter,2011,October,13,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.42,0.4242,0.67,0.1642,16,102,118,330,3240,3570
6505,2011-10-03,Winter,2011,October,14,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.76,0.0,26,94,120,330,3240,3570
6506,2011-10-03,Winter,2011,October,15,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.76,0.0,22,79,101,330,3240,3570
6507,2011-10-03,Winter,2011,October,16,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.76,0.1045,16,202,218,330,3240,3570
6508,2011-10-03,Winter,2011,October,17,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.76,0.1642,40,455,495,330,3240,3570
6509,2011-10-03,Winter,2011,October,18,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.76,0.1642,28,384,412,330,3240,3570
6510,2011-10-03,Winter,2011,October,19,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.76,0.0,15,300,315,330,3240,3570
6511,2011-10-03,Winter,2011,October,20,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.82,0.0,13,191,204,330,3240,3570
6512,2011-10-03,Winter,2011,October,21,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.82,0.0,10,128,138,330,3240,3570
6513,2011-10-03,Winter,2011,October,22,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.82,0.0,12,79,91,330,3240,3570
6514,2011-10-03,Winter,2011,October,23,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.82,0.1045,11,43,54,330,3240,3570
6515,2011-10-04,Winter,2011,October,0,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.87,0.0896,5,22,27,486,3970,4456
6516,2011-10-04,Winter,2011,October,1,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.87,0.1045,1,8,9,486,3970,4456
6517,2011-10-04,Winter,2011,October,2,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.87,0.0,1,2,3,486,3970,4456
6518,2011-10-04,Winter,2011,October,3,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.82,0.1045,3,3,6,486,3970,4456
6519,2011-10-04,Winter,2011,October,4,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.82,0.0896,3,4,7,486,3970,4456
6520,2011-10-04,Winter,2011,October,5,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.82,0.1343,2,25,27,486,3970,4456
6521,2011-10-04,Winter,2011,October,6,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.82,0.1045,3,109,112,486,3970,4456
6522,2011-10-04,Winter,2011,October,7,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.82,0.2836,11,298,309,486,3970,4456
6523,2011-10-04,Winter,2011,October,8,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.77,0.2239,28,372,400,486,3970,4456
6524,2011-10-04,Winter,2011,October,9,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.67,0.2537,19,168,187,486,3970,4456
6525,2011-10-04,Winter,2011,October,10,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.67,0.2836,19,107,126,486,3970,4456
6526,2011-10-04,Winter,2011,October,11,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.64,0.2836,22,102,124,486,3970,4456
6527,2011-10-04,Winter,2011,October,12,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.56,0.2985,39,160,199,486,3970,4456
6528,2011-10-04,Winter,2011,October,13,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.56,0.2985,20,153,173,486,3970,4456
6529,2011-10-04,Winter,2011,October,14,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.53,0.2537,27,156,183,486,3970,4456
6530,2011-10-04,Winter,2011,October,15,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.56,0.2836,28,166,194,486,3970,4456
6531,2011-10-04,Winter,2011,October,16,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.56,0.3284,36,273,309,486,3970,4456
6532,2011-10-04,Winter,2011,October,17,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.6,0.3881,55,530,585,486,3970,4456
6533,2011-10-04,Winter,2011,October,18,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.64,0.2836,68,456,524,486,3970,4456
6534,2011-10-04,Winter,2011,October,19,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.68,0.2239,35,310,345,486,3970,4456
6535,2011-10-04,Winter,2011,October,20,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.68,0.2239,25,236,261,486,3970,4456
6536,2011-10-04,Winter,2011,October,21,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.72,0.1343,22,144,166,486,3970,4456
6537,2011-10-04,Winter,2011,October,22,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.72,0.1343,8,106,114,486,3970,4456
6538,2011-10-04,Winter,2011,October,23,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.77,0.1343,6,60,66,486,3970,4456
6539,2011-10-05,Winter,2011,October,0,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.77,0.1343,7,36,43,559,4267,4826
6540,2011-10-05,Winter,2011,October,1,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.77,0.1642,4,7,11,559,4267,4826
6541,2011-10-05,Winter,2011,October,2,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.82,0.1642,1,2,3,559,4267,4826
6542,2011-10-05,Winter,2011,October,3,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.82,0.1045,1,5,6,559,4267,4826
6543,2011-10-05,Winter,2011,October,4,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.88,0.0,1,4,5,559,4267,4826
6544,2011-10-05,Winter,2011,October,5,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.82,0.1343,3,29,32,559,4267,4826
6545,2011-10-05,Winter,2011,October,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.82,0.1045,5,112,117,559,4267,4826
6546,2011-10-05,Winter,2011,October,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.77,0.1045,9,292,301,559,4267,4826
6547,2011-10-05,Winter,2011,October,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.63,0.0,26,441,467,559,4267,4826
6548,2011-10-05,Winter,2011,October,9,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.6,0.2985,32,187,219,559,4267,4826
6549,2011-10-05,Winter,2011,October,10,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.56,0.3881,30,103,133,559,4267,4826
6550,2011-10-05,Winter,2011,October,11,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.46,0.2836,32,138,170,559,4267,4826
6551,2011-10-05,Winter,2011,October,12,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.43,0.3284,34,180,214,559,4267,4826
6552,2011-10-05,Winter,2011,October,13,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.41,0.2239,30,189,219,559,4267,4826
6553,2011-10-05,Winter,2011,October,14,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.41,0.2836,34,156,190,559,4267,4826
6554,2011-10-05,Winter,2011,October,15,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.47,0.2836,35,147,182,559,4267,4826
6555,2011-10-05,Winter,2011,October,16,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.47,0.3284,37,245,282,559,4267,4826
6556,2011-10-05,Winter,2011,October,17,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.47,0.2537,66,525,591,559,4267,4826
6557,2011-10-05,Winter,2011,October,18,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.53,0.1642,57,536,593,559,4267,4826
6558,2011-10-05,Winter,2011,October,19,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.56,0.1343,40,334,374,559,4267,4826
6559,2011-10-05,Winter,2011,October,20,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.77,0.1642,18,228,246,559,4267,4826
6560,2011-10-05,Winter,2011,October,21,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.82,0.1045,28,173,201,559,4267,4826
6561,2011-10-05,Winter,2011,October,22,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.72,0.0,20,134,154,559,4267,4826
6562,2011-10-05,Winter,2011,October,23,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.77,0.1045,9,64,73,559,4267,4826
6563,2011-10-06,Winter,2011,October,0,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.72,0.194,6,34,40,639,4126,4765
6564,2011-10-06,Winter,2011,October,1,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.63,0.194,5,17,22,639,4126,4765
6565,2011-10-06,Winter,2011,October,2,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.67,0.194,2,8,10,639,4126,4765
6566,2011-10-06,Winter,2011,October,3,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.67,0.2239,1,4,5,639,4126,4765
6567,2011-10-06,Winter,2011,October,4,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.62,0.2836,0,5,5,639,4126,4765
6568,2011-10-06,Winter,2011,October,5,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.62,0.194,0,24,24,639,4126,4765
6569,2011-10-06,Winter,2011,October,6,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.66,0.194,4,110,114,639,4126,4765
6570,2011-10-06,Winter,2011,October,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.62,0.194,15,287,302,639,4126,4765
6571,2011-10-06,Winter,2011,October,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.62,0.1642,20,437,457,639,4126,4765
6572,2011-10-06,Winter,2011,October,9,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.63,0.194,20,188,208,639,4126,4765
6573,2011-10-06,Winter,2011,October,10,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.52,0.0,24,105,129,639,4126,4765
6574,2011-10-06,Winter,2011,October,11,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.49,0.0,29,115,144,639,4126,4765
6575,2011-10-06,Winter,2011,October,12,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.49,0.0896,46,180,226,639,4126,4765
6576,2011-10-06,Winter,2011,October,13,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.46,0.0896,33,158,191,639,4126,4765
6577,2011-10-06,Winter,2011,October,14,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.43,0.0896,56,139,195,639,4126,4765
6578,2011-10-06,Winter,2011,October,15,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.46,0.1343,62,157,219,639,4126,4765
6579,2011-10-06,Winter,2011,October,16,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.49,0.194,51,272,323,639,4126,4765
6580,2011-10-06,Winter,2011,October,17,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.52,0.1343,63,505,568,639,4126,4765
6581,2011-10-06,Winter,2011,October,18,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.64,0.0896,59,479,538,639,4126,4765
6582,2011-10-06,Winter,2011,October,19,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.59,0.1045,38,305,343,639,4126,4765
6583,2011-10-06,Winter,2011,October,20,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.77,0.1045,29,231,260,639,4126,4765
6584,2011-10-06,Winter,2011,October,21,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.88,0.0896,34,161,195,639,4126,4765
6585,2011-10-06,Winter,2011,October,22,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.82,0.0,24,124,148,639,4126,4765
6586,2011-10-06,Winter,2011,October,23,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.88,0.0896,18,81,99,639,4126,4765
6587,2011-10-07,Winter,2011,October,0,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.88,0.0,19,48,67,949,4036,4985
6588,2011-10-07,Winter,2011,October,1,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.88,0.0,3,25,28,949,4036,4985
6589,2011-10-07,Winter,2011,October,2,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.88,0.0,0,5,5,949,4036,4985
6590,2011-10-07,Winter,2011,October,3,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.87,0.0,1,9,10,949,4036,4985
6591,2011-10-07,Winter,2011,October,4,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.87,0.1045,0,5,5,949,4036,4985
6592,2011-10-07,Winter,2011,October,5,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.82,0.0,3,24,27,949,4036,4985
6593,2011-10-07,Winter,2011,October,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.88,0.0,3,84,87,949,4036,4985
6594,2011-10-07,Winter,2011,October,7,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.94,0.0,5,237,242,949,4036,4985
6595,2011-10-07,Winter,2011,October,8,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.82,0.0,31,386,417,949,4036,4985
6596,2011-10-07,Winter,2011,October,9,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.77,0.0,34,207,241,949,4036,4985
6597,2011-10-07,Winter,2011,October,10,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.68,0.0896,48,126,174,949,4036,4985
6598,2011-10-07,Winter,2011,October,11,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.63,0.0,80,150,230,949,4036,4985
6599,2011-10-07,Winter,2011,October,12,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.53,0.0,61,174,235,949,4036,4985
6600,2011-10-07,Winter,2011,October,13,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.46,0.0,95,210,305,949,4036,4985
6601,2011-10-07,Winter,2011,October,14,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.5,0.0,77,179,256,949,4036,4985
6602,2011-10-07,Winter,2011,October,15,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.41,0.0,68,202,270,949,4036,4985
6603,2011-10-07,Winter,2011,October,16,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.44,0.0,73,346,419,949,4036,4985
6604,2011-10-07,Winter,2011,October,17,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.56,0.2537,101,462,563,949,4036,4985
6605,2011-10-07,Winter,2011,October,18,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.6,0.0896,94,371,465,949,4036,4985
6606,2011-10-07,Winter,2011,October,19,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.52,0.0,51,243,294,949,4036,4985
